ID,Text,Comment
Building.PopulationCounter.Mode.HealthyWorkers,Lao động khỏe mạnh,
Building.PopulationCounter.Mode.UnhealthyWorkers,Lao động đau ốm,
Building.PopulationCounter.Mode.ContaminatedTotal,Tổng số bị nhiễm độc,
Building.PopulationCounter.Mode.ContaminatedAdults,Hải ly trưởng thành bị nhiễm độc,
Building.PopulationCounter.Mode.ContaminatedChildren,Hải ly nhỏ bị nhiễm độc,
Building.PowerMeter.Description,Theo dõi các thông số của mạng lưới năng lượng.,
Building.PowerMeter.DisplayName,Công tơ năng lượng,"A building that measures different parameters in a power (shaft) network such as supply, demand, battery charge etc."
Building.PowerMeter.Mode.BatteryChargeLevel,Mức sạc pin,A stat name - battery charge in percent. Make sure that 'Battery' is consistent with Building.GravityBattery.DisplayName.
Building.PowerMeter.Mode.Demand,Nhu cầu,A stat name - as in 'network power demand'. This should be consistent with Mechanical.* keys.
Building.PowerMeter.Mode.Supply,Cung cấp,A stat name - as in 'network power supply'. This should be consistent with Mechanical.* keys.
Building.PowerMeter.Mode.Surplus,Dư thừa,A stat name - supply minus demand.
Building.PowerShaft.Description,Truyền dẫn năng lượng.,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.PowerShaft.DisplayName,Trục truyền động,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.PowerShaft.FlavorDescription,Một phát minh vĩ đại nay còn vĩ đại hơn.,Flavor text for the Power Shaft building
Building.PowerWheel.Description,Nguồn năng lượng dự phòng do hải ly vận hành.,
Building.PowerWheel.DisplayName,Bánh xe phát điện,Meaning a wheel that produces power
Building.PowerWheel.FlavorDescription,Hải ly nhanh chóng nhận ra chúng có thể học hỏi vài kỹ thuật từ những loài gặm nhấm kém phát triển hơn.,This building looks like a hamster wheel.
Building.PrintingPress.Description,Chế biến các hàng hóa liên quan đến giấy.,Paper should be the same as Good.Paper.DisplayName
Building.PrintingPress.DisplayName,Nhà in,
Building.PrintingPress.FlavorDescription,"Thông thường, hải ly sẽ nhai luôn từng trang sách ngay sau khi đọc xong, nên văn học hay lúc nào cũng thiếu.",
Building.Refinery.Description,Sản xuất các loại nhiên liệu khác nhau cho robot.,Bots should be the same as Bot.PluralDisplayName.
Building.Refinery.DisplayName,Xưởng lọc nhiên liệu,A building where old food is processed to make biofuel
Building.Refinery.FlavorDescription,"Tái giảm, tái lọc, tái chế.","Adapted ""Reduce, reuse, recycle"" tagline."
Building.Relay.Description,Thực hiện các phép toán logic đơn giản trên tín hiệu đầu vào.,
Building.Relay.DisplayName,Rơ-le,The name of a building which can retransmit a signal or process it using boolean logic.
Building.Relay.Mode.And,AND,A binaray logic AND operation. Only translate if you really have to but most languages should be better off OK with the English naming because it's a conventional name in electronics.
Building.Relay.Mode.And.Description,<YellowHighlight>Bật</YellowHighlight> nếu cả hai đầu vào đều <YellowHighlight>Bật</YellowHighlight>.,A binary logic AND operation.
Building.Relay.Mode.Not,NOT,A binary logic NOT operation. Only translate if you really have to but most languages should be better off OK with the English naming because it's a conventional name in electronics.
Building.Relay.Mode.Not.Description,<YellowHighlight>Bật</YellowHighlight> nếu đầu vào <YellowHighlight>Tắt</YellowHighlight>.,A binary logic NOT operation.
Building.Relay.Mode.Or,OR,A binary logic OR operation. Only translate if you really have to but most languages should be better off OK with the English naming because it's a conventional name in electronics.
Building.Relay.Mode.Or.Description,<YellowHighlight>Bật</YellowHighlight> nếu có bất kỳ đầu vào nào <YellowHighlight>Bật</YellowHighlight>.,A binary logic OR operation.
Building.Relay.Mode.Passthrough,Chuyển tiếp,An operation which forwards its input unchanged to its output.
Building.Relay.Mode.Passthrough.Description,<YellowHighlight>Bật</YellowHighlight> nếu đầu vào <YellowHighlight>Bật</YellowHighlight>.,An operation which forwards its input unchanged to its output.
Building.Relay.Mode.Xor,XOR,A binary logic XOR operation. Only translate if you really have to but most languages should be better off OK with the English naming because it's a conventional name in electronics.
Building.Relay.Mode.Xor.Description,<YellowHighlight>Bật</YellowHighlight> nếu chỉ một đầu vào <YellowHighlight>Bật</YellowHighlight>.,A binary logic XOR operation.
Building.Relic.Description,Công nghệ cổ đại có thể tháo dỡ để thu về một lượng lớn điểm Khoa học.,
Building.Relic.DisplayName,Cổ vật,Remains of a human structure/device that can be demolished to obtain a certain amount of the Science resource
Building.ReservePile.DisplayName,Đống kho dự trữ,
Building.ReservePile.FlavorDescription,"""Gỗ cũ là nhất. Thời đó người ta trồng cây kiểu khác hẳn."" — Ma' Ngonel","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.ReserveTank.DisplayName,Bồn nước dự trữ,
Building.ReserveTank.FlavorDescription,"""Đúng vậy, nó đã được niêm phong. Đúng vậy, uống vẫn ổn mà. Bạn uống trước đi."" — Pina","Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.ReserveWarehouse.DisplayName,Nhà kho dự trữ,
Building.ReserveWarehouse.FlavorDescription,Món quà từ các thế hệ đi trước.,
Building.ResourceCounter.Description,Gửi tín hiệu dựa trên mức tồn kho của loại hàng hóa được chỉ định.,
Building.ResourceCounter.DisplayName,Bộ đếm tài nguyên,
Building.ResourceCounter.IncludeInputs,Bao gồm cả đầu vào,Toggle on Resource Counter building - switches between counting available or all goods
Building.ResourceCounter.MeasurementPercent,Đo lường: {0}%,"Fill rate of choosen good, please keep short."
Building.ResourceCounter.Mode.Percent,Phần trăm (%),Mode for resource counter building - percent of storage spaces filled with goods
Building.ResourceCounter.Mode.Quantity,Số lượng,Mode for Resource Counter building - quantity of goods
Building.Roof.FlavorDescription,Một mái nhà lộng lẫy hơn thường là đủ để thổi bùng cuộc thi đua thân thiện giữa hàng xóm với nhau.,
Building.Roof1x1.DisplayName,Mái nhà 1x1,Numbers at the end denote size X by Y
Building.Roof1x2.DisplayName,Mái nhà 1x2,Numbers at the end denote size X by Y
Building.Roof2x2.DisplayName,Mái nhà 2x2,Numbers at the end denote size X by Y
Building.Roof2x3.DisplayName,Mái nhà 2x3,Numbers at the end denote size X by Y
Building.Roof3x2.DisplayName,Mái nhà 3x2,Numbers at the end denote size X by Y
Building.RooftopTerrace.Description,"Thềm hóng mát trên cao, nơi hải ly có thể tụ tập trò chuyện và ngắm nhìn cảnh vật.",
Building.RooftopTerrace.DisplayName,Sân thượng Hóng mát,
Building.RooftopTerrace.FlavorDescription,"Nơi tuyệt vời để trò chuyện thấu đêm, và khung cảnh mới đẹp làm sao!",
Building.Rowhouse.Description,"Khu nhà ở chung tiện lợi, tối ưu diện tích xây dựng.","A rowhouse is a narrow and tall house that is connected to other homes on both sides, often built in a row."
Building.Rowhouse.DisplayName,Nhà liền kề,"A rowhouse is a narrow and tall house that is connected to other homes on both sides, often built in a row."
Building.Rowhouse.FlavorDescription,Ở nhà liền kề vẫn thích hơn chui rúc trong hang.,
Building.Ruins.Description,Nguồn cung cấp Phế liệu Kim loại có giới hạn.,Metal is a name of a good.
Building.Ruins.DisplayName,Tàn tích,
Building.Ruins.FlavorDescription,"Nằm rải rác khắp vùng đất, những tàn tích xập xệ của con người mang đến cho hải ly một thứ vượt ngoài tưởng tượng — một loại vật liệu ưu việt hơn cả gỗ.",
Building.Scarecrow.Description,"Món đồ trang trí đồng ruộng từng dùng để đuổi chim, nay mang lại niềm vui cho cả hải ly trẻ lẫn già.",
Building.Scarecrow.DisplayName,Bù nhìn,
Building.Scarecrow.FlavorDescription,Luôn nổi bật và tận tụy cánh đồng của mình.,
Building.ScavengerFlag.Description,Hải ly bới rác thu gom phế liệu kim loại từ Tàn tích.,Metal is a name of a good;Ruins are a building
Building.ScavengerFlag.DisplayName,Cờ Bới rác,
Building.ScavengerFlag.FlavorDescription,"Mang kim loại về cho những định cư vốn chỉ toàn gỗ, những hải ly bới rác nhận được sự kính trọng từ một số người và sự dè bỉu từ những người khác.",
Building.ScienceCounter.Description,Gửi tín hiệu dựa trên Điểm Khoa học.,Science Points must correspond to Science.SciencePoints.
Building.ScienceCounter.DisplayName,Bộ đếm Khoa học,The name of a building which counts how many Science Points the player has and sends an automation signal based on that.
Building.Scratcher.Description,Máy gãi ngứa dành cho những vị trí khó với tới.,
Building.Scratcher.DisplayName,Cột gãi ngứa,A rotating brush which beavers use to scratch their fur. For reference google videos of cow scratchers.
Building.Scratcher.FlavorDescription,"Ngay cả khi thư giãn, Răng Thép vẫn ngứa ngáy chân tay muốn quay lại làm việc.",Itching meaning having an itch as well as an idiom for wanting to do something very much. If possible try to adapt the phrase to fit your language. Iron Teeth must be the same as Faction.IronTeeth.DisplayName.
Building.Shower.Description,Làn nước sông sảng khoái giúp làm ướt và sạch bộ lông.,
Building.Shower.DisplayName,Vòi tắm,A simple shower for beavers.
Building.Shower.FlavorDescription,Giúp việc chinh phục vùng hoang mạc trở nên dễ chịu hơn.,
Building.Shrub.DisplayName,Bụi cây nhỏ,Must be different than 'Bush' which is a plant in the game
Building.Shrub.FlavorDescription,"Để giữ tính thực tế, cây cảnh trang trí vừa phải đẹp lại vừa phải ngon miệng.",
Building.Slope.DisplayName,Sườn dốc,
Building.Slope.FlavorDescription,"Dù là ai đặt nó ở đây, hải ly cũng vô cùng biết ơn.",
Building.Sluice.AboveContaminationToggle,Đóng khi độ ô nhiễm trên: {0},"Label of a toggle that enables automation based on contamination level, {0} stands for currently set level, ie 5%"
Building.Sluice.BelowContaminationToggle,Đóng khi độ ô nhiễm dưới: {0},"Label of a toggle that enables automation based on contamination level, {0} stands for currently set level, ie 5%"
Building.Sluice.Contamination,Độ ô nhiễm: {0},"Level of the water contamination, {0} stands for contamination level in percent. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project."
Building.Sluice.Description,Cửa xả nước tự động một chiều.,
Building.Sluice.DisplayName,Cống xả tự động,Also known as a sluice gate. Different than Building.Floodgate.DisplayName.
Building.Sluice.DownstreamDepth,Mực nước hạ lưu {0},{0} stands for chosen downstream depth maintained by the building.
Building.Sluice.FlavorDescription,"""Suli, cháu lại quên xả nước bẩn rồi à?"" —Bà Ngonel",Badwater has to be consistent with Good.Badwater.DisplayName
Building.Sluice.MaximumDepthToggle,Đóng khi mực nước hạ lưu trên: {0},Label of a toggle that enables automation based on the maximum downstream depth of water
Building.Sluice.Mode.Auto,Tự động,Label of the toggle that sets the sluice to work in automatic mode
Building.Sluice.Mode.AutoClosed,Tự động: Đóng,Label for sluice working in automatic mode and is closed
Building.Sluice.Mode.AutoOpen,Tự động: Mở,Label for sluice working in automatic mode and is opened
Building.Sluice.Mode.Closed,Đóng,Label of the toggle that sets the sluice to be always closed
Building.Sluice.Mode.Open,Mở,Label of the toggle that sets the sluice to be always open
Building.Sluice.Synchronize,Đồng bộ với các cống xả liền kề,
Building.SmallIndustrialPile.DisplayName,Đống chứa công nghiệp nhỏ,
Building.SmallIndustrialPile.FlavorDescription,"""À, họ chỉ cần lợp cái mái lên trên rồi gọi đó là công nghiệp. Thật là phong cách quen thuộc."" —Pina",
Building.SmallPile.Description,Chứa các mặt hàng cồng kềnh.,
Building.SmallPile.DisplayName,Đống chứa nhỏ,
Building.SmallPile.FlavorDescription,Chẳng ai có tự trọng lại đi vứt vật liệu xây dựng bừa bãi trên mặt đất cả.,
Building.SmallRelic.FlavorDescription,"""Suli! Đừng có chĩa nó về phía mặt trời!"" —Cụ Kazko","Small Relic is a telescope. Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.SmallTank.Description,Dùng để chứa chất lỏng.,
Building.SmallTank.DisplayName,Bồn chứa nhỏ,
Building.SmallTank.FlavorDescription,Học cách tiết kiệm từng giọt nước đã giúp hải ly thích nghi với môi trường khắc nghiệt.,
Building.SmallWarehouse.Description,Dùng để lưu trữ hàng hóa.,
Building.SmallWarehouse.DisplayName,Kho chứa nhỏ,
Building.SmallWarehouse.FlavorDescription,"""Vui lòng không để thuốc nổ trong gian bếp của tôi, cảm ơn nhiều."" —Bà Ngonel",
Building.Smelter.Description,Nấu chảy phế liệu kim loại thành khối kim loại.,Scrap metal should be the same as Good.ScrapMetal.DisplayName and metal blocks should be the same as Good.MetalBlock.DisplayName
Building.Smelter.DisplayName,Lò nấu kim loại,A facility that uses very high temperature to produce metal blocks from iron ore.
Building.Smelter.FlavorDescription,Thế giới mới của hải ly được rèn đúc bằng mồ hôi và mùi lông cháy xém.,
Building.Speaker.Description,Phát ra âm thanh.,Description of a building which plays sounds when it receives an automation signal.
Building.Speaker.DisplayName,Loa báo,A name of a building that plays a sound when it receives an automation signal.
Building.Speaker.PlaybackMode.Continuously,Phát liên tục,Selectable option label for speaker that plays sound continuously while activated (looped).
Building.Speaker.PlaybackMode.Once,Phát một lần,Selectiable option label for speaker that plays sound once when activated.
Building.Speaker.Sound.Alarm,Báo động,
Building.Speaker.Sound.Buzz,Tiếng vo ve,
Building.Speaker.Sound.Chime1,Chuông ngân 1,
Building.Speaker.Sound.Chime2,Chuông ngân 2,
Building.Speaker.SpatialMode.NonSpatial,Không định hướng,"Sound mode name - bBuilding sound plays equally loud everywhere, like a UI notification."
Building.Speaker.SpatialMode.Spatial,Định hướng không gian,"Sound mode name - building sound volume depends on distance from the building, it's played in a 3D world, relative to camera position."
Building.SpiralStairs.DisplayName,Cầu thang xoắn ốc,Name of a building that allows beavers to climb up and down in a spiral manner.
Building.SpiralStairs.FlavorDescription,"""Nếu bạn đi qua quá nhiều bậc, đầu bạn sẽ quay mòng mòng đấy!"" —Suli",Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.SquareBanner.Description,Ngọn cờ hình vuông có thể tùy chỉnh.,
Building.SquareBanner.DisplayName,Cờ vuông,"Short, standing banner in a square bracket."
Building.SquareBanner.FlavorDescription,Hãy nghĩ về một bức tranh toàn cảnh hơn.,
Building.Stairs.DisplayName,Cầu thang,
Building.Stairs.FlavorDescription,"Với sự ra đời của cầu thang, hải ly đã vươn lên một tầm cao mới.",
Building.StartingLocation.DisplayName,Điểm khởi đầu,
Building.SteamEngine.Description,Đốt nhiên liệu để tạo ra năng lượng.,
Building.SteamEngine.DisplayName,Động cơ hơi nước,
Building.SteamEngine.FlavorDescription,"Dù vĩ đại đến đâu, phát minh này vẫn là nốt trầm trong mắt các chủng tộc hải ly khác ngoài Răng Thép.","Iron Teeth is one of the playable factions, with the Engine being one of their unique buildings."
Building.StreamGauge.Contamination,Độ ô nhiễm: {0},"Level of the water contamination, {0} stands for the value. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project."
Building.StreamGauge.Current,Lưu tốc: {0},"Intensity of the water current, {0} stands for the value"
Building.StreamGauge.Depth,Mực nước: {0},"Level of the water depth, {0} stands for this value"
Building.StreamGauge.Description,"Dụng cụ kiểu cũ dùng để đo mực nước, dòng chảy và độ ô nhiễm.",Badwater should be the same as Good.Badwater.DisplayName.
Building.StreamGauge.DisplayName,Thước đo dòng chảy,
Building.StreamGauge.FlavorDescription,Có một con sóng trong đời hải ly. Bắt kịp khi nước dâng sẽ dẫn tới thịnh vượng.,Adapted quote from Shakespeare's 'Julius Cesar'
Building.StreamGauge.GreatestDepth,Mực nước sâu nhất: {0},"Level of the greatest noted water depth, {0} stands for this value"
Building.StreamGauge.Reset,Đặt lại,
Building.SuspensionBridge.Description,Cho phép hải ly băng qua các khoảng vực.,
Building.SuspensionBridge.FlavorDescription,Chắc chắn hơn vẻ bề ngoài của nó.,
Building.SuspensionBridge1x1.DisplayName,Cầu treo 1x1,Numbers at the end denote size X by Y
Building.SuspensionBridge2x1.DisplayName,Cầu treo 2x1,Numbers at the end denote size X by Y
Building.SuspensionBridge3x1.DisplayName,Cầu treo 3x1,Numbers at the end denote size X by Y
Building.SuspensionBridge4x1.DisplayName,Cầu treo 4x1,Numbers at the end denote size X by Y
Building.SuspensionBridge5x1.DisplayName,Cầu treo 5x1,Numbers at the end denote size X by Y
Building.SuspensionBridge6x1.DisplayName,Cầu treo 6x1,Numbers at the end denote size X by Y
Building.SwimmingPoll.FlavorDescription,"""Thành tích tốt đấy, nhưng chúng ta nên luyện thêm cú đập đuôi của bạn!"" —Pina","Backstroke is a swimming style, but beavers also have tails. Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.SwimmingPool.Description,Các làn bơi phân luồng giúp rèn luyện thể lực toàn thân dưới nước mà không bị cản trở.,
Building.SwimmingPool.DisplayName,Hồ Bơi,
Building.TappersShack.Description,Thuê thợ chích mủ để thu thập nhựa và mật từ cây trồng.,
Building.TappersShack.DisplayName,Lều Chích Mủ,"A shack where workers tap trees to gather sap and syrups, similar to sugar shacks in Canada."
Building.TappersShack.FlavorDescription,Bộ tộc dạy cho hải ly con từ nhỏ rằng từng giọt chất lỏng đều quý giá — dù là nước hay nhựa cây.,
Building.TeethGrindstone.Description,Mài lại những chiếc răng bị mẻ.,Chipped teeth refers to Need.ChippedTeeth.CriticalDescription
Building.TeethGrindstone.DisplayName,Đá Mài Răng,A grindstone contraption for sharpening beaver teeth
Building.TeethGrindstone.FlavorDescription,Tất cả chỉ là một phần của guồng quay mài giũa hằng ngày.,"This building is used by beavers to clear the ""chipped teeth"" status. Chipped teeth refers to Need.ChippedTeeth.DisplayName."
Building.TerrainBlock.Description,Khối địa hình nhân tạo. Thứ tự xây dựng tuân theo các mũi tên phía trên.,Block of terrain refers to Building.TerrainBlock.DisplayName.
Building.TerrainBlock.DisplayName,Khối Địa Hình,A 1x1x1 chunk of terrain
Building.Thorns.Description,"Vật cản bất xâm nhập, đồng thời ngăn chặn tưới tiêu và ô nhiễm. Rất khó phá hủy và có thể làm bị thương những ai cố làm điều đó.",
Building.Thorns.DisplayName,Bụi Gai,
Building.Thorns.FlavorDescription,"Đây chẳng phải món quà của thiên nhiên, mà chỉ là cơn thịnh nộ của nó.",
Building.Timer.Description,Áp dụng xử lý dựa trên thời gian cho tín hiệu đầu vào.,
Building.Timer.DisplayName,Bộ Hẹn Giờ,The name of a building which sends automation signals based on time delays.
Building.Timer.IntervalType.Days,Ngày,Dropdown option that makes the Timer to work using days as time unit.
Building.Timer.IntervalType.Hours,Giờ,Dropdown option that makes the Timer to work using hours as time unit.
Building.Timer.IntervalType.Ticks,Nhịp,Dropdown option that makes the Timer to work using `clock ticks` as time unit. It should be translated the same way as in Buildings.Sequential and KeyBinding.TickOnce
Building.Timer.Mode.Accumulator,Bộ Tích Lũy,"One of the modes of the Timer, counts ticks when input is on and sets output on when a certain time is reached."
Building.Timer.Mode.Accumulator.Description,Bật nếu <YellowHighlight>{0}</YellowHighlight> bật trong tổng thời gian ít nhất <YellowHighlight>{1}</YellowHighlight>.,This describes a mode of the Timer. {0} is Automation.Input.InputA and {1} is Building.Timer.Time1 but styled like keywords so do not worry about articles. Notice the subtles difference with other modes between 'is on' (meaning something happens for the whole duration when a signal is On) VS 'switches on' (meaning something happens the moment a signal changes from Off to On).
Building.Timer.Mode.Delay,Bộ Trễ,"One of the modes of the Timer, which sends an output signal after a delay when it receives an input signal."
Building.Timer.Mode.Delay.Description,"Trễ trạng thái bật của <YellowHighlight>{0}</YellowHighlight> thêm <YellowHighlight>{1}</YellowHighlight>, tắt thêm <YellowHighlight>{2}</YellowHighlight>.","This describes a mode of the Timer. {0} is Automation.Input.InputA, {1} is Building.Timer.Time1 and {2} is Building.Timer.Time2 but styled like keywords so do not worry about articles. Notice the subtles difference with other modes between 'is on' (meaning something happens for the whole duration when a signal is On) VS 'switches on' (meaning something happens the moment a signal changes from Off to On). In other words it means: Delays On state of input A by T1 and Off state of input A by T2."
Building.Timer.Mode.Oscillator,Bộ Dao Động,"One of the modes of the Timer, which repeatedly changes its output to on and off at specified intervals."
Building.Timer.Mode.Oscillator.Description,Luân phiên giữa bật và tắt trong khi <YellowHighlight>{0}</YellowHighlight> đang bật.,This describes a mode of the Timer. {0} is Automation.Input.InputA but styled like keywords so do not worry about articles. Notice the subtles difference with other modes between 'is on' (meaning something happens for the whole duration when a signal is On) VS 'switches on' (meaning something happens the moment a signal changes from Off to On).
Building.Timer.Mode.Pulse,Bộ Xung,"One of the modes of the Timer, which sends an output signal for a certain duration when it receives an input signal."
Building.Timer.Mode.Pulse.Description,Bật trong <YellowHighlight>{1}</YellowHighlight> sau khi <YellowHighlight>{0}</YellowHighlight> chuyển sang bật.,This describes a mode of the Timer. {0} is Automation.Input.InputA and {1} is Building.Timer.Time1 but styled like keywords so do not worry about articles. Notice the subtles difference with other modes between 'is on' (meaning something happens for the whole duration when a signal is On) VS 'switches on' (meaning something happens the moment a signal changes from Off to On).
Building.Timer.Mode.Random,Ngẫu Nhiên,"One of the modes of the Timer, which randomly changes its output to on and off at specified interval."
Building.Timer.Mode.Random.Description,Ngẫu nhiên hóa trạng thái mỗi <YellowHighlight>{1}</YellowHighlight> trong khi <YellowHighlight>{0}</YellowHighlight> đang bật.,This describes a mode of the Timer. {0} is Automation.Input.InputA and {1} is Building.Timer.Time1 but styled like keywords so do not worry about articles. Notice the subtles difference with other modes between 'is on' (meaning something happens for the whole duration when a signal is On) VS 'switches on' (meaning something happens the moment a signal changes from Off to On).
Building.Timer.TimeA,T1,This must be at most two characters. Label for a time setting in Timer building in which users can enter number of hours or days. It's likely that you want to keep T1 and T2 in many languages because those are internationally used in electronics and schematics.
Building.Timer.TimeB,T2,This must be at most two characters. Label for a time setting in Timer building in which users can enter number of hours or days. It's likely that you want to keep T1 and T2 in many languages because those are internationally used in electronics and schematics.
Building.TributeToIngenuity.DisplayName,Đài Tưởng Niệm Sáng Tạo,Name of a monument
Building.TributeToIngenuity.FlavorDescription,"""Tất nhiên là nó có mục đích chứ. Nó gây ấn tượng mà."" —Cụ Kazko","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.TripleDynamite.DisplayName,Thuốc Nổ Ba,Dynamite that makes 3 blocks deep hole
Building.TripleDynamite.FlavorDescription,Khi ngay cả những biện pháp cực kỳ cực đoan cũng chưa đủ cực đoan.,References extreme measures mentioned in Building.Dynamite.FlavorDescription and Building.DoubleDynamite.FlavorDescription. It's part of a set.
Building.TripleFloodgate.DisplayName,Cửa Xả Nước Ba,
Building.TripleFloodgate.FlavorDescription,Cao hơn nữa thì áp lực nước sẽ trở nên quá lớn không thể giữ nổi.,
Building.TripleLodge.Description,Chứa được rất nhiều hải ly.,Houses thrice the amounts of beavers as normal lodge
Building.TripleLodge.DisplayName,Nhà Hải Ly Ba,
Building.TripleLodge.FlavorDescription,"""Hãy sinh sôi và nảy nở"" là châm ngôn mà phe Đuôi Xòe vô cùng coi trọng.",Go Forth and multiply is a biblical quote.
Building.TriplePlatform.DisplayName,Bệ Ba,Triple as triple the height of a normal platform
Building.TriplePlatform.FlavorDescription,Nghiêm cấm gặm các cọc chống!,
Building.Tubeway.Description,"Phương tiện di chuyển nhanh chóng, dù hơi chật chội, dành cho hải ly.",
Building.Tubeway.DisplayName,Đường Ống Di Chuyển,"Tubeways are used as a network of large pipes for faster transportation around the map. Departure and arrival  happens in Building.TubewayStation.DisplayName, so they should be named similarly."
Building.Tubeway.FlavorDescription,Hai con hải ly va đầu vào nhau được xem là nguồn cảm hứng cho vài phát minh kỳ quặc nhất của phe Răng Sắt.,Hitting your head can be a source of crazy ideas in cartoons. Iron Teeth should be the same as Faction.IronTeeth.DisplayName
Building.TubewayStation.Description,Cổng vào và ra của mạng lưới Đường Ống Di Chuyển.,
Building.TubewayStation.DisplayName,Trạm Đường Ống,"Beavers use it to enter Building.Tubeway.DisplayName, so they should be named similarly."
Building.TubewayStation.FlavorDescription,Những chú hải ly sợ không gian hẹp được khuyên nên chọn đi bộ đường thường.,"Tubeways are very tight corridors, so they wouldn't be accessible for beavers scared of such places."
Building.Tunnel.DisplayName,Đường Hầm,Tunnel is a type of building that - when built - removes a tile of terrain and creates an underground tunnel
Building.Tunnel.Description,"Đào hầm xuyên qua địa hình, thay thế nó bằng một Bệ. Sử dụng công cụ Lớp để nhìn bên dưới địa hình hoặc công trình.","Platform is a building, same as Building.Platform.DisplayName"
Building.UndergroundPile.DisplayName,Kho Chứa Ngầm,"The underground version of a pile, for reference check Building.SmallPile.DisplayName or Building.LargePile.DisplayName"
Building.UndergroundPile.FlavorDescription,Dung tích lưu trữ khổng lồ này hoàn toàn xứng đáng với công sức leo cầu thang.,
Building.UndergroundRuins.Description,Tàn tích chôn ngầm đầy phế liệu kim loại chờ khai thác.,
Building.UndergroundRuins.DisplayName,Tàn Tích Dưới Đất,Buried ruins on top of which an extracting facility - a mine - can be placed.
Building.UndergroundRuins.FlavorDescription,"Dù ""con ngừi"" từng làm gì dưới đó, chắc chắn nó đã ngốn rất nhiều kim loại.",
Building.UnstableCore.Description,Một thiết bị cũ kỹ chắc chắn sẽ phát nổ.,
Building.UnstableCore.DisplayName,Lõi Bất Ôn,An object that can be placed in map editor that explodes after a set time. Name shouldn't suggest strictly military use or radioactive effect.
Building.UnstableCore.FlavorDescription,"Đúng rồi, Suli, bùm luôn!",Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.Valve.Description,Cửa xả nước một chiều với tốc độ dòng chảy có thể điều chỉnh.,
Building.Valve.DisplayName,Van Điều Tiết,A building which works like a valve which opens and closes to maintain a steady water flow rate.
Building.Valve.OutflowLimit,Giới hạn dòng chảy: {0},Label for flow limit setting in valve building
Building.Valve.OutflowUnlimited,Dòng chảy không giới hạn,Label for flow limit setting when it is set to unlimited
Building.Valve.ReactionSpeed,Tốc độ phản ứng: {0},Label for a slider which controls how fast this valve reacts to changes in throughput. {0} is 0-100%.
Building.Valve.State.Closing,Đang đóng,"Gender should be consistent with Automation.Mode. Please keep short, at most the width of 11 latin characters."
Building.Valve.State.Idle,Đứng yên,"Gender should be consistent with Automation.Mode. Please keep short, at most the width of 11 latin characters. This is the state of a valve that is not moving - not closing or opening."
Building.Valve.State.Opening,Đang mở,"Gender should be consistent with Automation.Mode. Please keep short, at most the width of 11 latin characters."
Building.Valve.Synchronize,Đồng bộ hóa với các van điều tiết liền kề,Label for a toggle which makes this throttling valve synchronize its flow rate with adjacent throttling valves.
Building.VerticalPowerShaft.Description,Truyền động năng. Kết nối hướng lên trên.,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.VerticalPowerShaft.DisplayName,Trục Truyền Động Thẳng Đứng,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.VerticalPowerShaft.FlavorDescription,Hữu ích khi nhu cầu tiêu thụ năng lượng tăng cao.,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.VerticalTubeway.Description,"Phương tiện di chuyển nhanh chóng, dù hơi chật chội, dành cho hải ly. Kết nối hướng lên trên.",The first sentence must be the same as Building.Tubeway.Description
Building.VerticalTubeway.DisplayName,Đường Ống Di Chuyển Thẳng Đứng,"An expanded version of the Building.Tubeway.DisplayName with a solid platform on top of it, that allows other Tubes or structures to be placed on top of it. Tubes are used as a network of large pipes for faster transportation around the map. Departure and arrival happens in Building.TubewayStation.DisplayName, so they should be named similarly."
Building.VerticalTubeway.FlavorDescription,"Lên, lên, xuống, xuống, trái, phải, trái, phải, lùi, tiến. Chà, bạn lại quay về đúng điểm xuất phát rồi.",Konami Code reference
Building.WaterPump.Description,Bơm và lọc nước cho hải ly uống. Ô nhiễm nước bẩn sẽ làm chậm tốc độ bơm.,Badwater should be the same as Good.Badwater.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.WaterPump.DisplayName,Máy Bơm Nước,
